,selfies,carbons,nitrogens,oxygens,hydrogens
690,[C][O][C][O][C][Branch2][Ring1][Branch1][C][O][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][O][C][Branch1][C][C][Branch1][C][C][O][C][Ring2][Ring1][=Branch1][Ring1][#Branch1],16,0,7,22
691,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],8,0,1,10
692,[O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],10,0,2,6
693,[C][C][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1].[Cl][C][C][C][O][Ring1][Ring1],19,0,3,21
694,[Zr+4].[C][C][C][Branch1][C][O-1][=O],3,0,2,5
695,[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N],8,1,0,4
696,[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],7,1,2,4
697,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2],10,0,1,12
698,[C][C][=Branch1][C][=C][C][=Branch1][C][=O][O][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C],12,0,4,18
699,[C][C][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],10,0,1,9
700,[C][O][C][Ring1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],9,0,2,10
701,[O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][Branch1][C][O][=O],9,0,4,16
702,[O][=C][C][C][C][C][C][C][C][C][C][C][O][C][C][C][C][O][Ring1][P],15,0,3,28
703,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][=O],10,0,1,20
704,[S][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],13,2,0,12
705,[C][C@][C][C][C@H1][C@@H1][Branch1][S][C][C][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][C@@H1][Ring1][#C][C][C][C][Ring2][Ring1][C][=O],18,0,2,24
706,[C][C][C][Br],3,0,0,7
707,[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],8,0,1,7
708,[Na+1].[O-1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=N][C][=C][C][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],18,4,3,14
709,[C][N][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],14,2,1,14
710,[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,0,11
711,[Cl][C][C][O][PH0][=Branch1][C][=O][Branch1][Branch1][O][C][C][Cl][O][C][C][Branch1][Ring1][C][Cl][Branch1][Ring1][C][Cl][C][O][PH0][=Branch1][C][=O][Branch1][Branch1][O][C][C][Cl][O][C][C][Cl],19,0,8,24
712,[O][C][=Branch1][C][=O][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][O][=O],8,0,4,12
713,[C][C][C][=C][C][=C][C][C][Branch1][Ring2][C][C][O][=C][NH1][C][Ring1][N][=Ring1][Branch2],12,1,1,15
714,[C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][Branch1][=Branch2][C][C][C][=C][Branch1][C][C][C][C][=C],14,0,2,26
715,[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],13,0,1,10
716,[C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1],12,0,2,22
717,[C][C][C][Branch2][Ring1][Branch1][C][C][=C][C][C][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][N][Ring1][Branch2][C][Branch1][C][O][C][C][C][Ring2][Ring1][Ring2][=O],20,0,3,26
718,[C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],10,0,0,14
719,[Na+1].[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][#Branch2][N][C][=C][C][=Branch2][Ring1][O][=C][Branch1][C][N][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][P][=Ring1][N][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=C][Ring2][Ring1][N],22,4,6,16
720,[C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][C],12,0,2,20
721,[C][C][Branch1][C][C][=C][C][C][\C][Branch1][C][C][=C][\C][C][C][Branch1][C][C][Branch1][C][O][C][=C],15,0,1,26
722,[C][C][=Branch1][C][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C],14,0,4,22
723,[Cl-1].[C][C][N+1][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],14,1,0,22
724,[Na+1].[Na+1].[O-1][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][Branch1][C][O-1][=O],10,2,4,16
725,[C][C][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C],12,0,4,22
726,[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],12,0,1,10
727,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],9,1,0,13
728,[C][O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],7,1,1,9
729,[C][C][C][C][C][O],5,0,1,12
730,[C][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][N][N+1][Branch1][C][O-1][=O],7,2,3,8
731,[C][C][=Branch1][C][=C][C][=Branch1][C][=O][O][C][C][=C],7,0,2,10
732,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][Ring1][C][O][=C][C][=Branch1][Branch1][=C][Ring1][Branch2][O][C][Branch1][C][C][Branch1][C][C][C],15,0,2,24
733,[C][C][Branch1][C][C][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],13,0,1,20
734,[O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=O],11,0,2,8
735,[N][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][N][=O][C][Branch1][C][N][=N][Ring1][#Branch2],4,6,1,6
736,[Cl][C][\C][=C][/Cl],5,0,0,4
737,[C][O][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2],9,0,3,12
738,[C][C][C][C][C][C][C][O][C][C][C][Ring1][=Branch1][O][C][Branch1][C][C][=O],12,0,3,22
739,[N][C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=C][Ring1][#C],12,4,0,12
740,[C][O][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C],11,0,2,16
741,[C][C][C][Branch1][=Branch1][C][C][N][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],9,2,1,18
742,[C][C][O][Si][Branch1][#Branch1][C][C][Branch1][C][C][C][Branch1][Ring2][O][C][C][O][C][C],10,0,3,24
743,[O][C][=C][C][Branch1][Ring1][C][=O][=C][C][=Branch1][Branch1][=C][Ring1][Branch2][O][N+1][Branch1][C][O-1][=O],7,1,5,5
744,[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],12,0,2,16
745,[C][C][=C][C][=C][Branch1][C][N][C][=Branch1][Ring2][=C][Ring1][#Branch1][N+1][Branch1][C][O-1][=O],7,2,2,8
746,[S][=C][=S],1,0,0,0
747,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],8,0,2,8
748,[C][C][C][C][C][C][C][C][Branch1][Ring1][O][C][O][C],10,0,2,22
749,[C][C][N][C][C][N][C][C][N][C][C][N][Ring1][N],8,4,0,20
750,[C][=C][C][C][C][C][C][C][C][C][C][=O],11,0,1,20
751,[C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][Branch1][C][C][N][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][O].[C][N][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][=Branch2][C][C][Ring1][Branch2][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][Branch1][C][C][N][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][O],51,3,8,95
752,[C][C][Branch1][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][Branch1][C][O][=O],13,0,2,18
753,[Na+1].[O-1][ClH0][=Branch1][C][=O][=Branch1][C][=O][=O],1,1,4,0
754,[C][C][N][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][Ring1][S][C][=N][Ring1][N],9,5,0,17
755,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][=O],9,0,2,10
756,[NH1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],7,2,0,6
757,[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2],3,3,3,3
758,[Cl][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],11,2,1,11
759,[Cl][C][=C][C][=C][C][=N][Ring1][=Branch1],6,1,0,4
760,[O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl],8,0,1,4
761,[Na+1].[Na+1].[Cu+2].[Cu+2].[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O-1][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][=N][C][=C][Branch1][C][O-1][C][=C][C][=C][Branch2][Branch1][#Branch1][N][C][=C][C][=C][C][Branch1][C][O-1][=C][Branch2][Ring1][=Branch1][N][=N][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O-1][SH0][Branch1][C][N][=Branch1][C][=O][=O][C][=Branch1][#Branch2][=C][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][Ring2][Ring2][Ring1][C][=C][Ring2][Ring2][Branch2][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],34,9,14,19
762,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C],26,0,4,50
763,[H+1].[Cl-1].[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C],16,3,2,23
764,[As],0,0,0,0
765,[C][C@][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@@H1][C@@H1][Ring1][O][C][C][C@@][Branch1][C][C][C@H1][Ring1][#Branch1][C][C][C@@][Ring1][=Branch1][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1],22,0,3,30
766,[C][C][C][Branch1][N][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][Branch1][N][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C],18,0,6,26
767,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C],10,0,1,14
768,[C][O][C][C][C][Branch1][C][C][C][C][C][Ring1][#Branch1][C][Branch1][C][C][C],11,0,1,22
769,[Na+1].[Na+1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Br][C][=Branch1][C][=O][C][=C][Ring1][Branch2][O][C][=C][Ring1][N][C][=C][Branch1][C][Br][C][Branch1][C][O-1][=C][Ring1][Branch2][C][=C][C][=C][Hg][Ring1][Branch1],24,2,5,10
770,[C][C][=C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][Ring2][Branch1][C][C][C],10,0,0,16
771,[O][=C][C][C][C][C][C][C][C][C][C][C][\C][=C][/C][C][Ring1][#C],15,0,1,26
772,[O][=Zn],0,1,1,0
773,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],14,0,1,14
774,[C][C][Branch1][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],13,0,0,14
775,[C][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][Branch1][=Branch1][N][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],24,2,2,32
776,[C][O][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],14,2,4,12
777,[O-2].[O-2].[O-2].[Sb+3].[Sb+3],0,0,3,0
778,[N][C][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=N][Ring1][Branch2].[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2],6,9,3,9
779,[Zn+2].[Zn+2].[Zn+2].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O],0,3,8,0
780,[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],13,1,2,8
781,[C][C][C][C][=C][Branch1][=N][C][C][Ring1][=Branch1][Branch1][C][C][C][Branch1][C][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring1][=C],16,0,1,26
782,[Mo].[C][C][C][C][C][Branch1][Ring1][C][C][C][Branch1][C][O-1][=O],8,0,3,15
783,[N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],15,1,1,8
784,[C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C],18,0,4,34
785,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][S][Sn][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][S][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C],28,1,4,56
786,[Sr+2].[C][C][=C][Branch1][C][Cl][C][=C][Branch1][=N][C][=C][Ring1][#Branch1][SH0][Branch1][C][O][=Branch1][C][=O][=O][N][=N][C][=C][Branch1][C][O-1][C][=Branch1][N][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][Branch1][C][O-1][=O],19,2,6,11
787,[C][C][C][C][C][Branch1][N][C][C][=C][Ring1][#Branch1][C][C][C][Ring1][Branch1][C][C][Branch1][C][C][Branch1][C][C][O][C][Branch1][C][C][=O],17,0,2,28
788,[C][C][C][C][C][Branch1][Ring1][C][C][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][O][=O],18,0,2,36
789,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][O][C][#C],15,0,1,28
790,[Gd],0,0,0,0
791,[C][C][=Branch1][C][=C][C][C][Branch1][C][C][Branch1][C][C][C],8,0,0,16
792,[C][C][=Branch1][C][=C][C][C][Branch1][C][C][Branch1][C][C][C].[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],20,1,0,27
793,[Na+1].[Mg+2].[Al+3].[O-1][Si][Branch1][C][O-1][=O].[O-1][Si][Branch1][C][O-1][=O].[O-1][Si][Branch1][C][O-1][=O],0,1,9,0
794,[C][C][Branch1][C][C][Branch1][C][C][O][O][C][Branch1][C][C][Branch1][C][C][C][#C][C][Branch1][C][C][Branch1][C][C][O][O][C][Branch1][C][C][Branch1][C][C][C],16,0,4,30
795,[C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][Branch1][C][O][=O],12,0,2,24
796,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],15,1,2,23
797,[Ca+2].[C][C][C][C][C][C][C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O-1][=O].[C][C][C][C][C][C][C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O-1][=O],37,0,6,70
798,[Ca+2].[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O-1][=O].[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O-1][=O],37,0,4,70
799,[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][Branch1][C][C][Branch1][O][O][O][C][Branch1][C][C][Branch1][C][C][C][O][O][C][Branch1][C][C][Branch1][C][C][C],17,0,6,34
800,[Cl][C][=C][Branch1][C][Cl][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][=O],12,0,2,4
801,[C][C][=C][C][C][C][C][Ring1][=Branch1][C][Ring1][Ring2][Branch1][C][C][C].[C][C][Branch1][C][C][O][C][Branch1][C][C][C][C][C][Ring1][Branch2][C][C][Ring1][#Branch1].[C][C][Branch1][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][Branch2][=C].[C][C][Branch1][C][C][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2],40,0,2,66
802,[Na+1].[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O-1],18,2,3,14
803,[O][=Cd],1,0,1,0
804,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][Cl][Branch1][C][Cl][Cl],11,0,0,4
805,[C][C][C][C][C][C][C][C][C][C][O][C][Branch1][C][C][=O],12,0,2,24
806,[C][C][C][C][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][=C][Ring1][=Branch1],12,1,0,15
807,[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][O],13,0,1,28
808,[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O],19,1,3,17
809,[CaH2].[O][=Zr],1,0,1,2
810,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C],16,0,4,30
811,[C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],13,0,3,18
812,[C][C][C][C][C][C][C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][O],18,0,2,38
813,[Cl][C][=C][Branch1][C][Cl][C][=Branch1][C][=O][C][=Branch1][=Branch2][=C][Branch1][C][Cl][C][Ring1][=Branch2][=O][Cl],10,0,2,0
814,[K+1].[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][PH0][Branch1][C][O][Branch1][C][O-1][=O],16,0,4,34
815,[C][C][N][Branch1][Ring2][C][C][Cl][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2],12,1,1,14
816,[C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C],8,0,2,16
817,[C][C][=Branch1][C][=C][C@@H1][C][C@@H1][Branch1][O][C][C][C@@][Ring1][=Branch1][Branch1][C][C][C][=C][C][Branch1][C][C][Branch1][C][C][O],15,0,1,26
818,[OH1-1].[Cr+3].[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][C][C][N].[C][C][=Branch1][C][=O][\C][=Branch2][Ring1][=N][=N][/N][C][=C][C][=Branch1][P][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O-1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][N+1][Branch1][C][O-1][=O][C][=Branch1][C][=O][N-1][C][=C][C][=C][C][=C][Ring1][=Branch1].[H+1],28,5,10,38
819,[C][C][C][C][C][C][Branch1][C][O][C][=C],8,0,1,16
820,[C][C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][N][Ring1][Branch2][C@@H1][Ring1][S][C][C][C@@H1][Ring2][Ring1][Ring1][O],20,0,2,28
821,[C][C][Branch1][C][C][Branch1][N][C][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1][C][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1],15,0,2,28
822,[C][O][C][C][O][C][C][O][Si][Branch1][O][C][C][C][O][C][C][C][O][Ring1][Ring1][Branch1][=Branch2][O][C][C][O][C][C][O][C][O][C][C][O][C][C][O][C],21,0,11,44
823,[Na+1].[Na+1].[O-1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=C][N][\N][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][O][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][#Branch1],16,4,7,10
824,[C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][C][Branch1][C][O][=O],9,1,6,7
825,[C][C][Branch1][=N][C][N][\C][=C][C][=C][C][=C][C][/-Ring1][=Branch1][=O][N][\C][=C][C][=C][C][=C][C][/-Ring1][=Branch1][=O],17,2,2,18
826,[Mg+2].[C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=N][=C][Ring1][#Branch2][C][C][C][C][C][C][C][C][C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O].[C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=N][=C][Ring1][#Branch2][C][C][C][C][C][C][C][C][C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],56,0,6,86
827,[C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],15,0,4,16
828,[C][Si][Branch1][C][C][Branch1][C][C][C],4,0,0,12
829,[Cl][C][=C][C][=Branch2][Ring2][=Branch2][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][NH1][C][=C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Ring1][S][N][=Ring2][Ring1][Ring1][C][NH1][C][=C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Ring1][S][N][=Ring2][Ring1][Ring1],38,4,4,16
830,[C][C][Branch1][=Branch2][C][C][O][C][Branch1][C][C][=O][C][C][Branch1][C][C][Branch1][C][C][C],11,0,2,22
831,[Cl][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][Cl][=O],10,0,2,4
832,[C][C][=Branch1][C][=C][C][=Branch1][C][=O][O][C][C][C][C][C][O][Ring1][Branch1],9,0,3,14
833,[C][C@][C][C][C@H1][C@@H1][Branch1][S][C][C][C][=C][C][=Branch1][C][=O][C][C][C@H1][Ring1][O][Ring1][#Branch1][C@@H1][Ring1][#C][C][C][C][Ring2][Ring1][C][=O],18,0,2,24
834,[C][C][=Branch1][C][=C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],11,0,2,12
835,[C][C][O][C][=Branch1][C][=O][O][C][C],5,0,3,10
836,[C][/C][=C][/C][=Branch1][C][=O][C][=C][Branch1][C][C][C][=C][C][C][Ring1][#Branch1][Branch1][C][C][C],13,0,1,18
837,[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],8,1,2,3
838,[C][C][=Branch1][C][=C][C@H1][C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2],10,0,1,14
839,[C][C][C][C][C][C][C][C][PH0][Branch1][C][O][Branch1][C][O][=O],8,0,3,19
840,[C][C@][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@@H1][C@@H1][Ring1][O][C][C][C@@][Branch1][C][C][C@H1][Ring1][#Branch1][C][Branch1][C][O][C][C][Ring1][#Branch1][=O],19,0,3,26
841,[C][O][C][=C][C][Branch1][C][Cl][=C][Branch1][Ring1][O][C][C][=C][Ring1][=Branch2][N],9,1,2,10
842,[Pb],0,0,0,0
843,[C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C],9,0,2,18
844,[O][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C][C][N][C][C][C][C][C][C][Ring1][=Branch1],9,1,3,19
845,[C][C][C][C][C][/C][Branch1][Ring1][C][=O][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],14,0,1,18
846,[Cl][C][C][C][Br],4,0,0,6
847,[O][C][Branch1][C][O][C][Branch1][C][Cl][Branch1][C][Cl][Cl],5,0,2,3
848,[Na+1].[Na+1].[C][O][C][=C][C][=Branch2][Ring2][=Branch1][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][\N][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][O][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],18,4,8,14
849,[O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][C][O][=O],8,0,5,6
