,SMILES
1914,[NH4+].[NH4+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O
1915,[Cl-].C[N+](C)(C)CC(O)CCl
1916,CC(C)(CO)CO
1917,CCOC(C)=O
1918,[Cl].[Cl].[Rh].[Rh].C\1C\C=C/CC\C=C1.C\2C\C=C/CC\C=C2
1919,[K+].OC(=O)c1ccccc1C([O-])=O
1920,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O
1921,[Na+].[O-]C(=O)CCl
1922,O=C1CCCCCN1
1923,[Na+].[O-]N=O
1924,[Na+].Cc1ccc(cc1)[S]([O-])(=O)=O
1925,COc1ccc([NH2+]CCO)cc1[NH3+].[O-][S]([O-])(=O)=O
1926,C=CCNCC=C
1927,CO[P](=O)(CCC(=O)NCO)OC
1928,OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S](O)(=O)=O)c(c3)[S](O)(=O)=O)n1
1929,N#CCCCCC#N
1930,CC(=O)CC(=O)Nc1ccccc1
1931,CO[S]([O-])(=O)=O.CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3
1932,COc1ccc(cc1)N(C)N=CC2=[N+](C)c3ccccc3C2(C)C.CO[S]([O-])(=O)=O
1933,CCCCC(CC)(CO)CO
1934,CI
1935,CC\C=C(/C)C=O
1936,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12
1937,CCCCOC(=O)CCC(C)=O
1938,CC1CCC2C(C1)C(=O)OC2=O
1939,[Ca++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
1940,Cc1cccc(C)c1N
1941,COC(=O)C1CCC(CC1)C(=O)OC
1942,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O
1943,NC(=O)c1ccc(N)cc1
1944,CN1C(=O)N(C)c2nc[nH]c2C1=O
1945,CC(CC#N)CC(C)(C)C#N.CC(CC(C)(C)CC#N)C#N
1946,CN(C)Cc1ccccc1
1947,ClC(Cl)Cl
1948,[NH4+].[Br-]
1949,C=CC(=O)OCC1CCCO1
1950,[K+].CC(=O)CC(=O)Nc1ccc(cc1)[S]([O-])(=O)=O
1951,CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO
1952,[Na+].[Na+].[Na+].[Na+].CC(O)([P]([O-])([O-])=O)[P]([O-])([O-])=O
1953,COC(=O)\C=C/C(=O)OC
1954,Cc1cc(O)ccc1O
1955,CNC(=O)NC
1956,[NH4+].[NH4+].[NH4+].[NH4+].[O-][Mo]([O-])(=O)=O.[O-][Mo]([O-])(=O)=O
1957,[Na+].CCCCC(CC)CN(CCC(O)=O)CCC([O-])=O
1958,[Cu++].CC([O-])=O.CC([O-])=O
1959,[H+].[Cl-].CN(C)C
1960,CNC.OC(=O)COc1ccc(Cl)cc1Cl
1961,COCCC(=O)OC
1962,[K+].[O-]C#N
1963,OCCCCOC=C
1964,[K+].[O-]P=O
1965,O.[Na+].[O-]P=O
1966,CCCCOCC1CO1.CC(C)N.FB(F)F
1967,[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4
1968,[Na+].[O-][S](=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC2CCCCC2
1969,CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.[O-][S]([O-])(=O)=O
1970,[Na+].[Na+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O
1971,[Na+].CC1=NN(C(=O)C1N=Nc2ccc(C)c(c2)[S](=O)(=O)Nc3ccccc3)c4ccc(cc4)[S]([O-])(=O)=O
1972,OC(=O)C=C
1973,CN
1974,[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
1975,C=CC(=O)OC1C=CC2C3CCC(C3)C12
1976,[Na+].[O-][S](=O)(=O)CC=C
1977,[Na+].[Na+].[Na+].[Na+].Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc5c(cccc5[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)c(C)c3)n2)ccc1N=Nc6cc7c(cccc7[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O
1978,COc1ccc2cc(oc2c1)C3N(C)c4cc(ccc4[NH+]3C)[S](C)(=O)=O.CC([O-])=O
1979,[Na+].OCCN1CCN(CC1)CC[S]([O-])(=O)=O
1980,NC(=O)[C@@H]1CCC[NH2+]1
1981,[nH]1cncn1
1982,[H+].[Br-]
1983,[Na+].[O-]C=O
1984,Oc1ccc(O)cc1
1985,NC(CC(O)=O)C(O)=O
1986,[I-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3
1987,[V]
1988,Nc1ccc(Nc2ccc(cc2[S](O)(=O)=O)[N+]([O-])=O)cc1
1989,[Cl-].Cn1c2ccccc2c(C=CC3=[N+](C)c4ccccc4C3(C)C)c1c5ccccc5
1990,C1COC=CC1
1991,CCCCCCC(O)CO
1992,CCN(C(C)C)C(C)C
1993,[Na].Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)[S](O)(=O)=O)[S](O)(=O)=O
1994,CC(C)OC(=O)C(F)(F)F
1995,[Na+].[Na+].CN=C1C=CC2=CC(=CC(=O)C2=C1NNc3ccc(NC(=O)C(Br)=C)cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O
1996,[Na+].CCOc1ccc(C)cc1N=Nc2ccc(N=Nc3cccc(c3)[S]([O-])(=O)=O)c4ccccc24
1997,OC(=O)\C=C\C(O)=O
1998,CC(O)CN(CC(C)O)c1ccc(C)cc1
1999,CCO[S](=O)(=O)OCC
2000,[Na+].CN(Cc1ccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)cc1)[S](=O)(=O)c5ccc(C)cc5
2001,[K+].[O-]C(=O)C(F)(F)F
2002,[Na+].[Na+].[O-][P]([O-])(F)=O
2003,OC=O
2004,[NH4+].[NH4+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O
2005,CCCCCCCCCCCC[N+](C)(C)CC(O)C[S]([O-])(=O)=O
2006,[K+].[Br-]
2007,Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O
2008,[Cr+3].CC([O-])=O.CC([O-])=O.CC([O-])=O
2009,O[C@@H](C(O)=O)c1ccccc1Cl
2010,[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(C=CC(=O)/C2=N/Nc3ccc(N=Nc4ccc(Nc5ccccc5)c(c4)[S]([O-])(=O)=O)c6ccccc36)c1
2011,[I-].[Cs+]
2012,[Cl-].CN1C[NH+](C=C)C=C1
2013,[Cl-].N[C@@H](CS)C(O)=O.[H+]
2014,[Ru+3].[Ru+3].[Ru+3].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O
2015,CCCCO
2016,[Na+].[Na+].[O-][Mo]([O-])(=O)=O
2017,[Cl].[Fe].[O-][S]([O-])(=O)=O
2018,[Cl-].[Cl-].[Cl-].[Fe+3]
2019,[Fe++].[O-][S]([O-])(=O)=O
2020,[Na+].COc1ccc(cc1)N=Nc2ccc(cc2OC)N=Nc3cccc(c3)[S]([O-])(=O)=O
2021,[Na+].[O-]N1C=CC=CC1=S
2022,[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
2023,[Cl-].[Cl-].[Ni++]
2024,[Na+].Cc1c(CNC(=O)CCl)c(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)CCl
2025,CC(C)=CCO
2026,[Ca++].N[S]([O-])(=O)=O.N[S]([O-])(=O)=O
2027,NCCCCCCN
2028,[Na+].OC[S]([O-])=O
2029,[nH]1ccnc1
2030,[Na+].N[C@@H](CC(O)=O)C([O-])=O
2031,[Mn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O
2032,CCC(C)(C)OO
2033,NCCc1ccccc1
2034,CC1(C)CC(O)CC(C)(C)N1[O]
2035,[Na+].Cc1cccc2n[n-]nc12
2036,O=C1CCC(=O)O1
2037,[Ca++].CCC([O-])=O.CCC([O-])=O
2038,OCC(CO)(CO)CO
2039,CC(C)C(=O)OC(=O)C(C)C
2040,[Na+].[O-]C(=O)[C@@H]1CCC(=O)N1
2041,[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S]([O-])(=O)=O
2042,[Na+].[Na+].[O-][P](=O)=O
2043,CC1(C)C(O)C(C)(C)C1O
2044,[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
2045,OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12
2046,CC(O)=O
2047,OC(=O)CCC(=O)C(O)=O
2048,[Na+].[Na+].[O-][S](=O)(=O)CCCSSCCC[S]([O-])(=O)=O
2049,CC(=C)C=O
2050,CC(C)C=O
2051,CC(C)O[P](S)(=S)OC(C)C
2052,CNC(=O)C(C)(C(C)C)C(C)C
2053,ClC(Cl)=O
2054,OC(=O)CC1(CCCCC1)CC(O)=O
2055,[Sr]
2056,NC(=O)CC[C@H](NC(=O)C[NH3+])C([O-])=O
2057,[Li].[Na].[K].CC(C)(C)c1ccc(cc1)[S](=O)(=O)Nc2ccc3cc(ccc3c2)[S](=O)(=O)c4cc5N=C6C(=C7Oc8c(ccc(N)c8[S](O)(=O)=O)N=C7C(=C6Oc5c(c4N)[S](O)(=O)=O)Cl)Cl
2058,CCSC
2059,O=Cc1ccccc1
2060,CCC(C)(OO)OOC(C)(CC)OO
2061,CN[C@@H](C)[C@@H](O)c1ccccc1
2062,CCOC(=O)C(C)C
2063,S=[Sr]
2064,O=C1OC(=O)c2ccccc12
2065,Cl\C=C\Cl
2066,c1ccc2ncccc2c1
2067,CC(=O)c1ccccc1.CC(C)(O)c2ccccc2.Oc3ccccc3
2068,[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(cc1[S]([O-])(=O)=O)c4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O
2069,CCN1CCCCC1
2070,Cc1ccc(N)c(c1)[S](O)(=O)=O
2071,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O.C2CN=C(N2)c3ccccc3.C4CN=C(N4)c5ccccc5
2072,O=C1NCCN1
2073,[O--].[O--].[O--].[Fe+3].[Fe+3]
2074,[NH3+]O.[NH3+]O.[O-][S]([O-])(=O)=O
2075,[Cl-].[Cl-].[Co++]
2076,[K+].O[P](O)(O)=O
2077,[K+].CCCCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O
2078,CC(=O)OCC(COC(C)=O)OC(C)=O
2079,CC1(C)CO1
2080,CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
2081,OC(=O)CC(O)(CC(O)=O)C(O)=O
2082,Nc1[nH]ncn1
2083,OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O
2084,[Na+].OC(=O)CC(O)(CC(O)=O)C([O-])=O
2085,[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4ccc(NC(=O)C(Br)=C)cc4[S]([O-])(=O)=O)cc1[S]([O-])(=O)=O
2086,[Na+].[Na+].NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCC(N)=O)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1
2087,OC1COC(O)C(O)C1O
2088,CC(C)(CO)C(O)C(=O)NCCCO
2089,OC(C(O)C(O)=O)C(O)=O
2090,O[P](O)(=O)CN(CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O)CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O
2091,[K+].O[C@H]([C@@H](O)C([O-])=O)C(O)=O
2092,COC(=O)CC(C(C)=O)C(=O)OC
2093,N.N.N.N.[Pd++].OC([O-])=O.OC([O-])=O
2094,C(CCOCC1CO1)COCC2CO2
2095,[Cl-].[Cl-].[Pd++]
2096,[Na+].[SH-]
2097,NCCC(O)=O
2098,[H+].[H+].[Cl-].[Cl-].CNc1nc(OC)ccc1N
2099,CCC(C)NCCO
2100,OC(=O)CC(O)(CC(O)=O)C(O)=O.C1CNCCN1
2101,[Na+].[Na+].[O-][S](=O)O[S]([O-])=O
2102,CN=C(NCC1CCOC1)N[N+]([O-])=O
2103,CCOCCC(=O)OCC
2104,CNC1CCCCC1
2105,COC(=O)CC#N
2106,[Na+].OCC[S]([O-])(=O)=O
2107,CC[N+](CC)(CC)CC.[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2108,[Na+].[Na+].CCCCCCCC/C=C/CCCCCCCCOC(=O)C(CC([O-])=O)[S]([O-])(=O)=O
2109,CCOC(=O)CC#N
2110,[Na+].[Na+].COc1cc(c(OC)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O
2111,[Na+].[Na+].OC(=O)C(O)(CC([O-])=O)CC([O-])=O
2112,CC(CCC#N)C#N
2113,CCCCOCC(C)O
2114,O=C1OC=CO1
2115,[Na+].CCC(C)OC(S)=S
2116,CC(O)c1cc(N)ccc1N.[O-][S]([O-])(=O)=O
2117,Cc1ncoc1C#N
2118,[Cd++].O[N+]([O-])=O.O[N+]([O-])=O
2119,[Na+].CCOC([S-])=S
2120,[Cl-].[Cl-].[NH3+]CCCCCCCC[NH3+]
2121,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2C[NH2+]1
2122,OCCCCCCO
2123,CN(C)CCOC(=O)C(C)=C
2124,[Na+].[Na+].OC(C(O)C([O-])=O)C([O-])=O
2125,CCO[P](=O)(OCC)OCC
2126,OC(=O)C1CCC(=O)N1
2127,CCCC=O
2128,C1CCSC1
2129,CC(=O)Oc1ccccc1
2130,CCCl
2131,Clc1cc(Cl)ncn1
2132,[Na+].[Na+].[Na+].CC(=O)C(N=Nc1ccc(cc1)N=Nc2c(N)c3c(cc2[S]([O-])(=O)=O)C=C(\C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C3=O)[S]([O-])(=O)=O)C(=O)Nc6ccccc6
2133,Cc1ccc(N)c(C)c1
2134,Nc1ccccc1Cl
2135,N[P](N)(=O)Oc1ccccc1
2136,[Na+].CCOc1cccc2C(=O)c3c(Nc4ccccc4[S]([O-])(=O)=O)ccc(NC5CCCCC5)c3C(=O)c12
2137,CC(CN)CCCN
2138,CN1C(=CC(=O)N(C)C1=O)N
2139,C/C=C/CCC1CCCC(=O)O1
2140,[K+].F[B-](F)(F)F
2141,CCCOC(=O)C(/O)=C/Oc1ccccc1
2142,NC1=CC(=O)N=C(N)N1
2143,Cc1ccc(N)c(Cl)c1O
2144,[N-]=[N+]=C1C(=O)NC(=O)NC1=O
2145,CC(COCC(C)OC(=O)C=C)OC(=O)C=C
2146,OC(=O)c1ccncc1
2147,OC1CSC(O)CS1
2148,CC(=O)CCCCCl
2149,CC1=NN(C(=O)C1)c2ccc(cc2)[S](O)(=O)=O
2150,Cc1ccccc1[S](N)(=O)=O
2151,CC1CC(NC(N)=O)NC(=O)N1
2152,Cc1cc(N)ccc1N.O[S](O)(=O)=O
2153,Nc1cccc(c1)C(F)(F)F
2154,NC1CCC(CC1)CC2CCC(N)CC2
2155,COc1ccc(OC)c(NC(C)=O)c1
2156,[K+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O
2157,[NH4+].O.NC([O-])=O
2158,[Na+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O
2159,CO[S]([O-])(=O)=O.C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C
2160,O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[O-]B(OB=O)OB([O-])OB=O
2161,Nc1ncccc1O
2162,C=CN1CCCCCC1=O
2163,CC(=O)OC\C=C(/C)C=O
2164,OB(O)O
2165,[Ca++].[Ca++].[Ca++].[O-]B([O-])[O-].[O-]B([O-])[O-]
2166,[K].OB(O)O
2167,CCC(CO)(CO)C(O)=O
2168,[Pb++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
2169,[Na+].[Na+].[Na+].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
2170,[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1
2171,[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O
2172,CC(C)CC(O)=O
2173,[Li+].[Li+].[Li+].O.O.O.O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
2174,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O
2175,OCCN(CCO)c1ccccc1
2176,CCOC(=O)OC
2177,[Mg++].[Cl-].[Cl-]
2178,NCCCCCCN.OC(=O)CCCCC(O)=O
2179,[O-][S]([O-])(=O)=O.O=[V++]
2180,[Li+].O.O.O.[O-][Cl](=O)(=O)=O
2181,[K+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2182,[Cl-].CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C
2183,CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C.CO[S]([O-])(=O)=O
2184,CCCCOC(=O)CO
2185,COC(=O)CCl
2186,[Cl-].[Cl-].[Cd++]
2187,[Na+].[O-][S](=O)(=O)CCBr
2188,Oc1ccccc1O
2189,CCN(O)CC
2190,NC(N)=N.NC(N)=N.OC(O)=O
2191,[Li+].CC([O-])=O
2192,CC(=C)C(=O)OCCOC(=O)CCC(O)=O
2193,[Cl-].CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O.[H+]
2194,CCC(C)C(O)=O
2195,[Fe+3].[Fe+3].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O
2196,[Zn++].[Br-].[Br-]
2197,[Na+].[Na+].[Na+].[Na+].[Na+].[Cr+3].Nc1nc(Cl)nc(Nc2cc(cc3cc(c(N=Nc4cc(ccc4[O-])[N+]([O-])=O)c([O-])c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1.Nc5nc(Cl)nc(Nc6cc(cc7cc(c(N=Nc8cc(ccc8[O-])[N+]([O-])=O)c([O-])c67)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n5
2198,[Na+].Cc1ccc(OCCC[S]([O-])(=O)=O)c(c1)[N+]([O-])=O
2199,Cl.Cl.CCCCC1=NC2(CCCC2)C(=O)N1.CCCCC3=NC(=O)C4(CCCC4)N3
2200,[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccccc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2
2201,[Cl-].[Cl-].[Zn++]
2202,CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O
2203,CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.CC([O-])=O
2204,CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.O[P](O)([O-])=O
2205,[Na].OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(O)=O)c1O
2206,N.N.O[C@H]([C@@H](O)C(O)=O)C(O)=O
2207,Cc1ncc(CN)c(N)n1
2208,[Mn++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
2209,CN(C)CCCNCCCN(C)C
2210,[H+].[H+].[Cl-].[Cl-].Nc1ccc(OCCO)c(N)c1
2211,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
2212,O.O.O.O.O.O.O.O.O.[Al+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N](=O)=O
2213,[F-].[Na+]
2214,C[C@H](N)c1ccccc1
2215,[Na+].COC(=O)c1ccc([O-])cc1
2216,[Na+].NC(CCC(O)=O)C([O-])=O
2217,[Na+].[N-]=[N+]=[N-]
2218,[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
2219,[NH4+].[NH4+].[O-]C(=O)C([O-])=O
2220,N[C@@H](CCC(N)=O)C(O)=O
2221,CC[C@H](C)[C@H](N)C(O)=O
2222,[H+].[Cl-].OCCNc1ccc2OCOc2c1
2223,O=C1OC(=O)C=C1
2224,[Na+].[Na+].[O-]C([O-])=O
2225,[Na+].[Na+].OCCNc1nc(NCCO)nc(Nc2ccc3C(=O)C(=N/Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)\C(=Cc3c2)[S]([O-])(=O)=O)n1
2226,C[C@H]1CO1
2227,[Na+].[Na+].Cc1ccc2nc(sc2c1[S]([O-])(=O)=O)c3ccc(cc3)N=Nc4ccc(cc4)c5sc6c(ccc(C)c6[S]([O-])(=O)=O)n5
2228,CCOCCCC(C)OCCOCC(C)CO
2229,CC(N)c1ccccc1
2230,[K+].[K+].[Zn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
2231,CCCCNC(=O)OCCOC(=O)C=C
2232,[H+].[Cl-].NNc1ccc(Cl)cc1
2233,Cc1cc(C)cc(N)c1
2234,[Na+].[Co+3].N[S](=O)(=O)c1ccc([O-])c(c1)N=Nc2c([O-])ccc3ccccc23.N[S](=O)(=O)c4ccc([O-])c(c4)N=Nc5c([O-])ccc6ccccc56
2235,CC1(C)CC(=O)CC(C)(C1)C#N
2236,[H+].[Cl-].OC1(CCNCC1)c2ccc(Cl)cc2
2237,[NH3+][C@@H](C([O-])=O)c1ccccc1
2238,CCCCCCCCN.CCCCO[P](S)(=O)OCCCC
2239,CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N
2240,CC(=O)CCc1ccc(O)cc1
2241,ClC(Cl)(Cl)[2H]
2242,Nc1cc(Cl)nc(C(O)=O)c1Cl
2243,OCCNc1ccc(cc1[N+]([O-])=O)N(CCO)CCO
2244,[F-].[Al+3].[K+]
2245,[Al+3].CCCC[O-].CCCC[O-].CCCC[O-]
2246,Oc1ccc(Cl)cc1Cl
2247,[Na+].[Na+].[Na+].[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)N=Nc2ccc(N=Nc3ccc(N\N=C/4C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4[S]([O-])(=O)=O)c7ccc(cc37)[S]([O-])(=O)=O)c8ccc(cc28)[S]([O-])(=O)=O
2248,COC(=O)C=C(C)C
2249,[Na+].[Na+].[Na+].[Na+].[Na+].COc1cc(N=Nc2cc(cc3cc(cc(O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1N=Nc4c(O)c5c(Nc6nc(Nc7ccccc7)nc(Nc8ccc(cc8)N=Nc9ccc(O)c(c9)C([O-])=O)n6)cc(cc5cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O
2250,CC1=NN(C(=O)C1)c2cccc(c2)[S](O)(=O)=O
2251,CC(=O)OCC=C(C)C
2252,CCCCCCCC(=O)N(C)C
2253,CCCCCC(C)=O
2254,CCCC(C)C=O
2255,O=C1OC(=O)C2CCCCC12
2256,CCC(CO)(COCC=C)COCC=C
2257,CCCCNCCCC
2258,CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C
2259,C[C@@H]1CO1
2260,CCCCN(CCO)CCCC
2261,[Na+].CN(C)C(=S)SCCC[S]([O-])(=O)=O
2262,[Na+].[Na+].[Na+].[Na+].COc1ccc(cc1N\N=C/2C(=O)c3c(N)c(N=Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S](=O)(=O)CCO[S]([O-])(=O)=O
2263,Cc1ccc(cc1N)C(N)=O
2264,OCc1scnc1
2265,CC(=O)N1C[C@@H](O)C[C@H]1C([O-])=O
2266,[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1ccc2c(ccc(N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c2[S]([O-])(=O)=O)c1
2267,[Na].[Na].[Na].[Na].CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(cc4)[S]([O-])(=O)=O)nc(n3)N5CCOCC5)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O.Cc6nc(Nc7ccc(cc7)[S]([O-])(=O)=O)nc(n6)N8CCOCC8
2268,[I-].C[S+](C)(C)=O
2269,Cc1ccc(N)cc1N
2270,Cc1cc(N)ccc1N
2271,O.O.O.O.O.O.O.[Co++].[O-][S]([O-])(=O)=O
2272,[Na+].CN(C)C([S-])=S
2273,CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3)N(CC)CC.CC([O-])=O
2274,[NH4+].[Cl-]
2275,[Cl-].Nc1cn(n[o+]1)N2CCOCC2
2276,CCCCOC(=O)\C=C/C(O)=O
2277,Cc1ccc(NCCO)cc1O
2278,[Na+].[Na+].COc1cc(c(C)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O
2279,OC1CNC(C1)C(O)=O
2280,[Na+].Cc1ccc(cc1N)C(=O)Nc2ccc(cc2)[S]([O-])(=O)=O
2281,CCOC(=O)C(C)C=C
2282,CNC(=S)NN
2283,[Cl-].[K+]
2284,O[S](=O)(=O)c1ccc2ccccc2c1
2285,COC(=O)CC(=C)C(=O)OC
2286,OCCOCCOc1ccccc1
2287,CC(CCCC(C)(C)O)CC=O
2288,CCCNCCC
2289,Nc1ccccc1
2290,[Na+].OC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(O)=O
2291,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5cc(cc6C=C(/C(=N/Nc7ccccc7[S]([O-])(=O)=O)C(=O)c56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n4)cc3)n2)c8C(=O)C(=N/Nc9ccccc9[S]([O-])(=O)=O)\C(=Cc8c1)[S]([O-])(=O)=O
2292,[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3
2293,[Cl-].C[n+]1ccccc1
