,smiles,carbons,nitrogens,oxygens,hydrogens
10845,CC12CCC(C1)C=C2,8,0,0,12
10846,CC12CCC(O1)C=C2,7,0,1,10
10847,CC12COC(C1)C=C2,7,0,1,10
10848,CC12COC(O1)C=C2,6,0,2,8
10849,CC12OCC(O1)C=C2,6,0,2,8
10850,OC12CCC(C1)C=C2,7,0,1,10
10851,OC12COC(C1)C=C2,6,0,2,8
10852,CC12CC(CO1)CO2,6,0,2,10
10853,CC12CCC(C1)OC2,7,0,1,12
10854,CC12CCC(CC1)C2,8,0,0,14
10855,CC12CCC(CC1)O2,7,0,1,12
10856,CC12CCC(CO1)C2,7,0,1,12
10857,CC12CCC(CO1)O2,6,0,2,10
10858,CC12CCC(OC1)O2,6,0,2,10
10859,CC12COC(C1)OC2,6,0,2,10
10860,CC12COC(CO1)C2,6,0,2,10
10861,OC12CCC(C1)OC2,6,0,2,10
10862,OC12CCC(CC1)C2,7,0,1,12
10863,OC12COC(C1)OC2,5,0,3,8
10864,CC12CCC1(C)C2O,7,0,1,12
10865,CC12CCC1(O)C2O,6,0,2,10
10866,CC12COC1(C)C2O,6,0,2,10
10867,CC12OCC1(O)C2O,5,0,3,8
10868,CC1C2(C)CCC12C,8,0,0,14
10869,CC1C2(C)CCC12O,7,0,1,12
10870,CC1C2(C)COC12C,7,0,1,12
10871,CC1C2(O)COC12C,6,0,2,10
10872,CC1C2(O)CCC12O,6,0,2,10
10873,OC1C2(O)CCC12O,5,0,3,8
10874,CC12CCC1(C)CC2,8,0,0,14
10875,CC12CCC1(C)OC2,7,0,1,12
10876,CC12CCC1(O)CC2,7,0,1,12
10877,CC12CCC1(O)CO2,6,0,2,10
10878,CC12COC1(C)CO2,6,0,2,10
10879,OC12CCC1(O)CC2,6,0,2,10
10880,C#CC1CC(C1)C#C,8,0,0,8
10881,C#CC1CC(C1)C#N,7,1,0,7
10882,C#CC1CC(N1)C#N,6,2,0,6
10883,C#CC1CC(O1)C#C,7,0,1,6
10884,C#CC1CC(O1)C#N,6,1,1,5
10885,N#CC1CC(C1)C#N,6,2,0,6
10886,N#CC1CC(N1)C#N,5,3,0,5
10887,N#CC1CC(O1)C#N,5,2,1,4
10888,O=CC1CC(C1)C#C,7,0,1,8
10889,O=CC1CC(C1)C#N,6,1,1,7
10890,O=CC1CC(N1)C#N,5,2,1,6
10891,O=CC1CC(O1)C#C,6,0,2,6
10892,O=CC1CC(O1)C#N,5,1,2,5
10893,O=CN1CC(C1)C#C,6,1,1,7
10894,O=CN1CC(C1)C#N,5,2,1,6
10895,O=CC1CC(C1)C=O,6,0,2,8
10896,O=CC1CC(N1)C=O,5,1,2,7
10897,O=CC1CC(O1)C=O,5,0,3,6
10898,O=CC1CN(C1)C=O,5,1,2,7
10899,CN=C1CC(O1)C#C,6,1,1,7
10900,CN=C1CC(O1)C#N,5,2,1,6
10901,CN=C1CC(O1)C=O,5,1,2,7
10902,CCC1CC(O1)=NC,6,1,1,11
10903,CN=C1CC(CO)O1,5,1,2,9
10904,CCC1CC(C1)C#C,8,0,0,12
10905,CCC1CC(C1)C#N,7,1,0,11
10906,CCC1CC(N1)C#N,6,2,0,10
10907,CCC1CC(O1)C#C,7,0,1,10
10908,CCC1CC(O1)C#N,6,1,1,9
10909,CCN1CC(C1)C#N,6,2,0,10
10910,COC1CC(C1)C#C,7,0,1,10
10911,COC1CC(C1)C#N,6,1,1,9
10912,OCC1CC(C1)C#C,7,0,1,10
10913,OCC1CC(C1)C#N,6,1,1,9
10914,OCC1CC(N1)C#N,5,2,1,8
10915,OCC1CC(O1)C#C,6,0,2,8
10916,OCC1CC(O1)C#N,5,1,2,7
10917,CCC1CC(C1)C=O,7,0,1,12
10918,CCC1CC(O1)C=O,6,0,2,10
10919,CCC1CN(C1)C=O,6,1,1,11
10920,COC1CC(C1)C=O,6,0,2,10
10921,COC1CN(C1)C=O,5,1,2,9
10922,OCC1CC(C1)C=O,6,0,2,10
10923,OCC1CC(O1)C=O,5,0,3,8
10924,OCC1CN(C1)C=O,5,1,2,9
10925,CCC1CC(C1)OC,7,0,1,14
10926,CCC1CC(CC)C1,8,0,0,16
10927,CCC1CC(CC)O1,7,0,1,14
10928,CCC1CC(CO)C1,7,0,1,14
10929,CCC1CC(CO)O1,6,0,2,12
10930,COC1CC(C1)OC,6,0,2,12
10931,COC1CC(CO)C1,6,0,2,12
10932,OCC1CC(CO)C1,6,0,2,12
10933,OCC1CC(CO)O1,5,0,3,10
10934,N=C1OC(C=C1)C#C,6,1,1,5
10935,O=C1CC(C=C1)C#C,7,0,1,6
10936,O=C1CC(C=C1)C#N,6,1,1,5
10937,O=C1NC(C=C1)C#C,6,1,1,5
10938,O=C1OC(C=C1)C#C,6,0,2,4
10939,N=C1CN=C(N1)C#C,5,3,0,5
10940,N=C1CN=C(N1)C#N,4,4,0,4
10941,O=C1CC(=CN1)C#C,6,1,1,5
10942,O=C1CC(=CN1)C#N,5,2,1,4
10943,O=C1CC=C(C1)C#C,7,0,1,6
10944,O=C1CC=C(C1)C#N,6,1,1,5
10945,O=C1CC=C(N1)C#C,6,1,1,5
10946,O=C1CC=C(N1)C#N,5,2,1,4
10947,O=C1CN=C(N1)C#C,5,2,1,4
10948,O=C1CN=C(O1)C#C,5,1,2,3
10949,N=C1OCC(=C1)C#C,6,1,1,5
10950,N=C1OCC(=C1)C#N,5,2,1,4
10951,O=C1CCC(=C1)C#C,7,0,1,6
10952,O=C1CCC(=C1)C#N,6,1,1,5
10953,O=C1NCC(=C1)C#C,6,1,1,5
10954,N=C1CC(CO1)C#C,6,1,1,7
10955,N=C1CC(CO1)C#N,5,2,1,6
10956,N=C1CCC(O1)C#C,6,1,1,7
10957,N=C1CCC(O1)C#N,5,2,1,6
10958,N=C1COC(O1)C#C,5,1,2,5
10959,N=C1COC(O1)C#N,4,2,2,4
10960,N=C1NC(CO1)C#C,5,2,1,6
10961,N=C1NC(CO1)C#N,4,3,1,5
10962,N=C1OCC(O1)C#C,5,1,2,5
10963,N=C1OCC(O1)C#N,4,2,2,4
10964,O=C1CC(CN1)C#C,6,1,1,7
10965,O=C1CC(CN1)C#N,5,2,1,6
10966,O=C1CC(CO1)C#C,6,0,2,6
10967,O=C1CC(CO1)C#N,5,1,2,5
10968,O=C1CCC(C1)C#C,7,0,1,8
10969,O=C1CCC(C1)C#N,6,1,1,7
10970,O=C1CCC(N1)C#C,6,1,1,7
10971,O=C1CCC(O1)C#C,6,0,2,6
10972,O=C1CCC(O1)C#N,5,1,2,5
10973,O=C1CNC(C1)C#C,6,1,1,7
10974,O=C1CNC(C1)C#N,5,2,1,6
10975,O=C1COC(C1)C#C,6,0,2,6
10976,O=C1COC(C1)C#N,5,1,2,5
10977,O=C1COC(O1)C#C,5,0,3,4
10978,O=C1COC(O1)C#N,4,1,3,3
10979,O=C1NC(CO1)C#C,5,1,2,5
10980,O=C1NCC(N1)C#C,5,2,1,6
10981,O=C1NCC(N1)C#N,4,3,1,5
10982,O=C1NCC(O1)C#C,5,1,2,5
10983,O=C1NCC(O1)C#N,4,2,2,4
10984,O=C1OCC(O1)C#C,5,0,3,4
10985,O=C1OCC(O1)C#N,4,1,3,3
10986,N=C1OCC(C=O)=C1,5,1,2,5
10987,O=CC1=CC(=O)CC1,6,0,2,6
10988,N=C1CN=C(N1)C=O,4,3,1,5
10989,O=CC1=CCC(=O)C1,6,0,2,6
10990,O=CC1=CCC(=O)N1,5,1,2,5
10991,O=CC1=CNC(=O)C1,5,1,2,5
10992,O=CC1=NCC(=O)N1,4,2,2,4
10993,O=CC1=NCC(=O)O1,4,1,3,3
10994,O=CC1CC(=O)C=C1,6,0,2,6
10995,N=C1CC(CO1)C=O,5,1,2,7
10996,N=C1CCC(O1)C=O,5,1,2,7
10997,N=C1COC(O1)C=O,4,1,3,5
10998,N=C1NC(CO1)C=O,4,2,2,6
10999,N=C1OCC(O1)C=O,4,1,3,5
11000,O=CC1CC(=O)CN1,5,1,2,7
11001,O=CC1CC(=O)CO1,5,0,3,6
11002,O=CC1CCC(=O)C1,6,0,2,8
11003,O=CC1CCC(=O)N1,5,1,2,7
11004,O=CC1CCC(=O)O1,5,0,3,6
11005,O=CC1CNC(=O)C1,5,1,2,7
11006,O=CC1CNC(=O)N1,4,2,2,6
11007,O=CC1CNC(=O)O1,4,1,3,5
11008,O=CC1COC(=O)C1,5,0,3,6
11009,O=CC1COC(=O)N1,4,1,3,5
11010,O=CC1COC(=O)O1,4,0,4,4
11011,O=CC1OCC(=O)O1,4,0,4,4
11012,O=CN1CCC(=O)C1,5,1,2,7
11013,CC1=CC(CC1)C#C,8,0,0,10
11014,CC1=CC(CC1)C#N,7,1,0,9
11015,CC1=CC(NC1)C#N,6,2,0,8
11016,CC1=CC(OC1)C#C,7,0,1,8
11017,CC1=CC(OC1)C#N,6,1,1,7
11018,CC1=NC(CO1)C#C,6,1,1,7
11019,NC1=NC(CN1)C#N,4,4,0,6
11020,NC1=NC(CO1)C#C,5,2,1,6
11021,NC1=NC(CO1)C#N,4,3,1,5
11022,CC1=CC(CC1)C=O,7,0,1,10
11023,CC1=CC(OC1)C=O,6,0,2,8
11024,CC1=CN(CC1)C=O,6,1,1,9
11025,CC1=NC(CO1)C=O,5,1,2,7
11026,NC1=NC(CO1)C=O,4,2,2,6
11027,CC1=CCC(C1)C#C,8,0,0,10
11028,CC1=CCC(C1)C#N,7,1,0,9
11029,CC1=NCC(O1)C#C,6,1,1,7
11030,CC1=NCC(O1)C#N,5,2,1,6
11031,NC1=NCC(N1)C#N,4,4,0,6
11032,NC1=NCC(O1)C#C,5,2,1,6
11033,NC1=NCC(O1)C#N,4,3,1,5
11034,CC1=CCC(C1)C=O,7,0,1,10
11035,CC1=CCN(C1)C=O,6,1,1,9
11036,CC1=NCC(O1)C=O,5,1,2,7
11037,CC1CC(C=O)C=C1,7,0,1,10
11038,CC1CN(C=O)C=C1,6,1,1,9
11039,CC1CN(C=O)C=N1,5,2,1,8
11040,CC1OC(C=O)C=C1,6,0,2,8
11041,OC1CC(C=O)C=C1,6,0,2,8
11042,OC1CN(C=O)C=C1,5,1,2,7
11043,CC1CC(C=C1)C#C,8,0,0,10
11044,CC1CC(C=C1)C#N,7,1,0,9
11045,CC1NC(C=C1)C#N,6,2,0,8
11046,CC1OC(C=C1)C#C,7,0,1,8
11047,CC1OC(C=C1)C#N,6,1,1,7
11048,CN1CC(N=C1)C#N,5,3,0,7
11049,OC1CC(C=C1)C#C,7,0,1,8
11050,OC1CC(C=C1)C#N,6,1,1,7
11051,CC1CC=C(C1)C#C,8,0,0,10
11052,CC1CC=C(C1)C#N,7,1,0,9
11053,CC1CN=C(N1)C#N,5,3,0,7
11054,CC1CN=C(O1)C#C,6,1,1,7
11055,CC1CN=C(O1)C#N,5,2,1,6
11056,CN1CC=C(C1)C#N,6,2,0,8
11057,OC1CC=C(C1)C#C,7,0,1,8
11058,OC1CC=C(C1)C#N,6,1,1,7
11059,CC1CC(C=O)=CN1,6,1,1,9
11060,CC1CC=C(C1)C=O,7,0,1,10
11061,CC1CN=C(N1)C=O,5,2,1,8
11062,CC1CN=C(O1)C=O,5,1,2,7
11063,OC1CC=C(C1)C=O,6,0,2,8
11064,CC1CCC(=C1)C#C,8,0,0,10
11065,CC1CCC(=C1)C#N,7,1,0,9
11066,CC1CNC(=N1)C#N,5,3,0,7
11067,CC1COC(=N1)C#C,6,1,1,7
11068,CC1COC(=N1)C#N,5,2,1,6
11069,CC1OCC(=C1)C#C,7,0,1,8
11070,CC1OCC(=C1)C#N,6,1,1,7
11071,OC1CCC(=C1)C#C,7,0,1,8
11072,OC1CCC(=C1)C#N,6,1,1,7
11073,CC1CC(CO1)C#C,7,0,1,10
11074,CC1CC(CO1)C#N,6,1,1,9
11075,CC1CCC(C1)C#C,8,0,0,12
11076,CC1CCC(C1)C#N,7,1,0,11
11077,CC1CCC(N1)C#N,6,2,0,10
11078,CC1CCC(O1)C#C,7,0,1,10
11079,CC1CCC(O1)C#N,6,1,1,9
11080,CC1CNC(C1)C#N,6,2,0,10
11081,CC1COC(C1)C#C,7,0,1,10
11082,CC1COC(C1)C#N,6,1,1,9
11083,CC1COC(O1)C#C,6,0,2,8
11084,CC1COC(O1)C#N,5,1,2,7
11085,CC1OCC(O1)C#C,6,0,2,8
11086,CC1OCC(O1)C#N,5,1,2,7
11087,CN1CCC(C1)C#N,6,2,0,10
11088,OC1CCC(C1)C#C,7,0,1,10
11089,OC1CCC(C1)C#N,6,1,1,9
11090,OC1CNC(C1)C#N,5,2,1,8
11091,OC1COC(C1)C#C,6,0,2,8
11092,OC1COC(C1)C#N,5,1,2,7
11093,CC1CC(CO1)C=O,6,0,2,10
11094,CC1CCC(C1)C=O,7,0,1,12
11095,CC1CCC(O1)C=O,6,0,2,10
11096,CC1CCN(C1)C=O,6,1,1,11
11097,CC1COC(C1)C=O,6,0,2,10
11098,CC1COC(O1)C=O,5,0,3,8
11099,CC1OCC(O1)C=O,5,0,3,8
11100,OC1CCC(C1)C=O,6,0,2,10
11101,OC1CCN(C1)C=O,5,1,2,9
11102,OC1COC(C1)C=O,5,0,3,8
11103,CC1CCC(C=O)=C1,7,0,1,10
11104,CC1CNC(C=O)=N1,5,2,1,8
11105,CC1COC(C=O)=N1,5,1,2,7
11106,CC1OCC(C=O)=C1,6,0,2,8
11107,CN1CCC(C=O)=C1,6,1,1,9
11108,OC1CCC(C=O)=C1,6,0,2,8
11109,CN=C1NC(=O)C=C1,5,2,1,6
11110,CN=C1OC(=O)C=C1,5,1,2,5
11111,CN=C1OC(C)C=C1,6,1,1,9
11112,CN=C1CN=C(C)N1,5,3,0,9
11113,CN=C1CC(=O)CO1,5,1,2,7
11114,CN=C1CCC(=O)N1,5,2,1,8
11115,CN=C1CCC(=O)O1,5,1,2,7
11116,CN=C1CNC(=O)N1,4,3,1,7
11117,CN=C1CNC(=O)O1,4,2,2,6
11118,CN=C1COC(=N)N1,4,3,1,7
11119,CN=C1COC(=O)N1,4,2,2,6
11120,CN=C1COC(=O)O1,4,1,3,5
11121,CN=C1NC(=N)CO1,4,3,1,7
11122,CN=C1NC(=O)CO1,4,2,2,6
11123,CN=C1NCC(=O)N1,4,3,1,7
11124,CN=C1OCC(C)=C1,6,1,1,9
11125,CN=C1OCC(N)=C1,5,2,1,8
11126,CN=C1CC(C)CO1,6,1,1,11
11127,CN=C1CC(O)CO1,5,1,2,9
11128,CN=C1CCC(C)O1,6,1,1,11
11129,CN=C1COC(C)O1,5,1,2,9
11130,CCC1=CC(=N)OC1,6,1,1,9
11131,CCC1=CC(=O)CC1,7,0,1,10
11132,CCC1=CC(=O)NC1,6,1,1,9
11133,CCC1=CC(=O)OC1,6,0,2,8
11134,CNC1=CC(=N)OC1,5,2,1,8
11135,CNC1=CC(=O)CC1,6,1,1,9
11136,CNC1=CC(=O)NC1,5,2,1,8
11137,CNC1=CC(=O)OC1,5,1,2,7
11138,OCC1=CC(=N)OC1,5,1,2,7
11139,OCC1=CC(=O)CC1,6,0,2,8
11140,OCC1=CC(=O)NC1,5,1,2,7
11141,CC1CCC(CO)=C1,7,0,1,12
11142,CC1COC(CO)=N1,5,1,2,9
11143,CC1OCC(CO)=C1,6,0,2,10
11144,CCC1=CC(C)CC1,8,0,0,14
11145,CCC1=CC(C)OC1,7,0,1,12
11146,CCC1=CC(O)CC1,7,0,1,12
11147,CCC1=NC(C)CO1,6,1,1,11
11148,COC1=NC(C)CN1,5,2,1,10
11149,OCC1=CC(O)CC1,6,0,2,10
11150,CCC1=CCC(=O)C1,7,0,1,10
11151,CCC1=CCC(=O)N1,6,1,1,9
11152,CCC1=CNC(=O)C1,6,1,1,9
11153,CCC1=NCC(=N)N1,5,3,0,9
11154,CCC1=NCC(=O)N1,5,2,1,8
11155,CCC1=NCC(=O)O1,5,1,2,7
11156,CNC1=NCC(=O)N1,4,3,1,7
11157,COC1=NCC(=N)N1,4,3,1,7
11158,COC1=NCC(=O)N1,4,2,2,6
11159,OCC1=CCC(=O)C1,6,0,2,8
11160,OCC1=CCC(=O)N1,5,1,2,7
11161,OCC1=CNC(=O)C1,5,1,2,7
11162,OCC1=NCC(=N)N1,4,3,1,7
11163,OCC1=NCC(=O)N1,4,2,2,6
11164,OCC1=NCC(=O)O1,4,1,3,5
11165,CC1CC=C(CO)C1,7,0,1,12
11166,CC1CN=C(CO)O1,5,1,2,9
11167,CCC1=CCC(C)C1,8,0,0,14
11168,CCC1=CCC(O)C1,7,0,1,12
11169,CCC1=NCC(C)O1,6,1,1,11
11170,COC1=NCC(C)N1,5,2,1,10
11171,OCC1=CCC(O)C1,6,0,2,10
11172,CCC1CC(=O)C=C1,7,0,1,10
11173,CCC1NC(=O)C=C1,6,1,1,9
11174,CCC1OC(=N)C=C1,6,1,1,9
11175,CCC1OC(=O)C=C1,6,0,2,8
11176,COC1CC(=O)C=C1,6,0,2,8
11177,COC1OC(=N)C=C1,5,1,2,7
11178,COC1OC(=O)C=C1,5,0,3,6
11179,OCC1CC(=O)C=C1,6,0,2,8
11180,OCC1NC(=O)C=C1,5,1,2,7
11181,OCC1OC(=N)C=C1,5,1,2,7
11182,CC1CC(CO)C=C1,7,0,1,12
11183,CC1OC(CO)C=C1,6,0,2,10
11184,CCC1CC(C)C=C1,8,0,0,14
11185,CCC1CC(O)C=C1,7,0,1,12
11186,CCC1OC(C)C=C1,7,0,1,12
11187,COC1CC(C)C=C1,7,0,1,12
11188,COC1CC(O)C=C1,6,0,2,10
11189,COC1OC(C)C=C1,6,0,2,10
11190,OCC1CC(O)C=C1,6,0,2,10
11191,CC1=CCC(CO)C1,7,0,1,12
11192,CC1=NCC(CO)O1,5,1,2,9
11193,CCC1CC=C(C)C1,8,0,0,14
11194,CCC1CN=C(C)O1,6,1,1,11
11195,COC1CC=C(C)C1,7,0,1,12
11196,COC1CN=C(C)O1,5,1,2,9
11197,COC1CN=C(N)O1,4,2,2,8
11198,CCC1CC(=O)CO1,6,0,2,10
11199,CCC1CCC(=N)O1,6,1,1,11
11200,CCC1CCC(=O)C1,7,0,1,12
11201,CCC1CCC(=O)N1,6,1,1,11
11202,CCC1CCC(=O)O1,6,0,2,10
11203,CCC1CNC(=O)C1,6,1,1,11
11204,CCC1CNC(=O)N1,5,2,1,10
11205,CCC1CNC(=O)O1,5,1,2,9
11206,CCC1COC(=N)C1,6,1,1,11
11207,CCC1COC(=N)O1,5,1,2,9
11208,CCC1COC(=O)C1,6,0,2,10
11209,CCC1COC(=O)N1,5,1,2,9
11210,CCC1COC(=O)O1,5,0,3,8
11211,CCC1OCC(=N)O1,5,1,2,9
11212,CCC1OCC(=O)O1,5,0,3,8
11213,CCN1CCC(=O)C1,6,1,1,11
11214,COC1CC(=O)CO1,5,0,3,8
11215,COC1CCC(=N)O1,5,1,2,9
11216,COC1CCC(=O)C1,6,0,2,10
11217,COC1CCC(=O)O1,5,0,3,8
11218,COC1CNC(=O)C1,5,1,2,9
11219,COC1CNC(=O)O1,4,1,3,7
11220,COC1COC(=N)C1,5,1,2,9
11221,COC1COC(=N)O1,4,1,3,7
11222,COC1COC(=O)C1,5,0,3,8
11223,COC1COC(=O)O1,4,0,4,6
11224,OCC1CC(=O)CN1,5,1,2,9
11225,OCC1CC(=O)CO1,5,0,3,8
11226,OCC1CCC(=N)O1,5,1,2,9
11227,OCC1CCC(=O)C1,6,0,2,10
11228,OCC1CCC(=O)N1,5,1,2,9
11229,OCC1CCC(=O)O1,5,0,3,8
11230,OCC1CNC(=O)C1,5,1,2,9
11231,OCC1CNC(=O)N1,4,2,2,8
11232,OCC1CNC(=O)O1,4,1,3,7
11233,OCC1COC(=N)C1,5,1,2,9
11234,OCC1COC(=N)O1,4,1,3,7
11235,OCC1COC(=O)C1,5,0,3,8
11236,OCC1COC(=O)N1,4,1,3,7
11237,OCC1COC(=O)O1,4,0,4,6
11238,OCC1OCC(=N)O1,4,1,3,7
11239,OCC1OCC(=O)O1,4,0,4,6
11240,CC1=CC(CO)CC1,7,0,1,12
11241,CC1=CC(CO)OC1,6,0,2,10
11242,CC1=NC(CO)CO1,5,1,2,9
11243,CCC1CCC(C)=C1,8,0,0,14
11244,CCC1COC(C)=N1,6,1,1,11
11245,CCC1OCC(C)=C1,7,0,1,12
11246,COC1CCC(C)=C1,7,0,1,12
11247,COC1OCC(C)=C1,6,0,2,10
11248,NC1=NC(CO)CO1,4,2,2,8
11249,CC1CC(CO)CO1,6,0,2,12
11250,CC1CCC(CO)C1,7,0,1,14
11251,CC1CCC(CO)O1,6,0,2,12
11252,CC1COC(CO)C1,6,0,2,12
11253,CC1COC(CO)O1,5,0,3,10
11254,CC1OCC(CO)O1,5,0,3,10
11255,CCC1CC(C)CO1,7,0,1,14
11256,CCC1CC(O)CO1,6,0,2,12
11257,CCC1CCC(C)C1,8,0,0,16
11258,CCC1CCC(C)O1,7,0,1,14
11259,CCC1CCC(O)C1,7,0,1,14
11260,CCC1COC(C)C1,7,0,1,14
11261,CCC1COC(C)O1,6,0,2,12
11262,CCC1OCC(C)O1,6,0,2,12
11263,COC1CC(C)CO1,6,0,2,12
11264,COC1CC(O)CO1,5,0,3,10
11265,COC1CCC(C)C1,7,0,1,14
11266,COC1CCC(C)O1,6,0,2,12
11267,COC1CCC(O)C1,6,0,2,12
11268,COC1COC(C)C1,6,0,2,12
11269,OCC1CC(O)CO1,5,0,3,10
11270,OCC1CCC(O)C1,6,0,2,12
11271,N=C(NC1CC1)C#N,5,3,0,7
11272,O=C(CC1CC1)C#C,7,0,1,8
11273,O=C(CC1CC1)C#N,6,1,1,7
11274,O=C(CC1CN1)C#C,6,1,1,7
11275,O=C(CC1CN1)C#N,5,2,1,6
11276,O=C(CC1CO1)C#C,6,0,2,6
11277,O=C(CC1CO1)C#N,5,1,2,5
11278,O=C(CN1CC1)C#C,6,1,1,7
11279,O=C(CN1CC1)C#N,5,2,1,6
11280,O=C(NC1CC1)C#C,6,1,1,7
11281,O=C(OC1CC1)C#C,6,0,2,6
11282,O=C(OC1CC1)C#N,5,1,2,5
11283,N=C(NC1CC1)C=O,5,2,1,8
11284,O=CC(=O)CC1CC1,6,0,2,8
11285,O=CC(=O)CC1CN1,5,1,2,7
11286,O=CC(=O)CC1CO1,5,0,3,6
11287,O=CC(=O)CN1CC1,5,1,2,7
11288,O=CC(=O)NC1CC1,5,1,2,7
11289,O=CC(=O)OC1CC1,5,0,3,6
11290,NC(=NC1CC1)C#N,5,3,0,7
11291,NC(C=O)=NC1CC1,5,2,1,8
11292,CC(CC1CC1)C#C,8,0,0,12
11293,CC(CC1CC1)C#N,7,1,0,11
11294,CC(CC1CN1)C#N,6,2,0,10
11295,CC(CC1CO1)C#C,7,0,1,10
11296,CC(CC1CO1)C#N,6,1,1,9
11297,CC(CN1CC1)C#C,7,1,0,11
11298,CC(CN1CC1)C#N,6,2,0,10
11299,CC(NC1CC1)C#N,6,2,0,10
11300,CC(OC1CC1)C#C,7,0,1,10
11301,CC(OC1CC1)C#N,6,1,1,9
11302,NC(CC1CC1)C#N,6,2,0,10
11303,NC(CC1CN1)C#N,5,3,0,9
11304,NC(CC1CO1)C#N,5,2,1,8
11305,NC(CN1CC1)C#N,5,3,0,9
11306,OC(CC1CC1)C#C,7,0,1,10
11307,OC(CC1CC1)C#N,6,1,1,9
11308,OC(CC1CN1)C#C,6,1,1,9
11309,OC(CC1CN1)C#N,5,2,1,8
11310,OC(CC1CO1)C#C,6,0,2,8
11311,OC(CC1CO1)C#N,5,1,2,7
11312,OC(CN1CC1)C#C,6,1,1,9
11313,OC(CN1CC1)C#N,5,2,1,8
11314,CC(CC1CC1)C=O,7,0,1,12
11315,CC(CC1CO1)C=O,6,0,2,10
11316,CC(CN1CC1)C=O,6,1,1,11
11317,CC(OC1CC1)C=O,6,0,2,10
11318,CN(CC1CC1)C=O,6,1,1,11
11319,CN(CC1CN1)C=O,5,2,1,10
11320,CN(CC1CO1)C=O,5,1,2,9
11321,OC(CC1CC1)C=O,6,0,2,10
11322,OC(CC1CN1)C=O,5,1,2,9
11323,OC(CC1CO1)C=O,5,0,3,8
11324,OC(CN1CC1)C=O,5,1,2,9
11325,CN=C(C)OC1CC1,6,1,1,11
11326,CCC(=O)CC1CC1,7,0,1,12
11327,CCC(=O)CC1CN1,6,1,1,11
11328,CCC(=O)CC1CO1,6,0,2,10
11329,CCC(=O)CN1CC1,6,1,1,11
11330,CCC(=O)NC1CC1,6,1,1,11
11331,CCC(=O)OC1CC1,6,0,2,10
11332,CNC(=O)CC1CC1,6,1,1,11
11333,CNC(=O)CC1CN1,5,2,1,10
11334,CNC(=O)CC1CO1,5,1,2,9
11335,CNC(=O)CN1CC1,5,2,1,10
11336,CNC(=O)NC1CC1,5,2,1,10
11337,CNC(=O)OC1CC1,5,1,2,9
11338,COC(=O)CC1CC1,6,0,2,10
11339,COC(=O)CC1CN1,5,1,2,9
11340,COC(=O)CC1CO1,5,0,3,8
11341,COC(=O)CN1CC1,5,1,2,9
11342,COC(=O)NC1CC1,5,1,2,9
11343,NCC(=O)OC1CC1,5,1,2,9
11344,OCC(=O)CC1CC1,6,0,2,10
11345,OCC(=O)CC1CN1,5,1,2,9
11346,OCC(=O)CC1CO1,5,0,3,8
11347,OCC(=O)CN1CC1,5,1,2,9
11348,OCC(=O)NC1CC1,5,1,2,9
11349,OCC(=O)OC1CC1,5,0,3,8
11350,COC(C)=NC1CC1,6,1,1,11
11351,CC(CO)CC1CC1,7,0,1,14
11352,CC(CO)CC1CO1,6,0,2,12
11353,CC(CO)CN1CC1,6,1,1,13
11354,CC(CO)OC1CC1,6,0,2,12
11355,CCC(C)CC1CC1,8,0,0,16
11356,CCC(C)CC1CO1,7,0,1,14
11357,CCC(C)CN1CC1,7,1,0,15
11358,CCC(C)OC1CC1,7,0,1,14
11359,CCC(O)CC1CC1,7,0,1,14
11360,CCC(O)CC1CO1,6,0,2,12
11361,CCC(O)CN1CC1,6,1,1,13
11362,COC(C)CC1CC1,7,0,1,14
11363,COC(C)CC1CO1,6,0,2,12
11364,COC(C)CN1CC1,6,1,1,13
11365,OCC(O)CC1CC1,6,0,2,12
11366,OCC(O)CC1CN1,5,1,2,11
11367,OCC(O)CC1CO1,5,0,3,10
11368,OCC(O)CN1CC1,5,1,2,11
11369,CC(=O)C#CC1CC1,7,0,1,8
11370,CC(=O)C#CC1CN1,6,1,1,7
11371,CC(=O)C#CC1CO1,6,0,2,6
11372,NC(=O)C#CC1CC1,6,1,1,7
11373,NC(=O)C#CC1CN1,5,2,1,6
11374,NC(=O)C#CC1CO1,5,1,2,5
11375,CC(=N)OCC1CC1,6,1,1,11
11376,CC(=N)OCC1CN1,5,2,1,10
11377,CC(=N)OCC1CO1,5,1,2,9
11378,CC(=O)CCC1CC1,7,0,1,12
11379,CC(=O)CCC1CO1,6,0,2,10
11380,CC(=O)CCN1CC1,6,1,1,11
11381,CC(=O)COC1CC1,6,0,2,10
11382,CC(=O)NCC1CC1,6,1,1,11
11383,CC(=O)NCC1CN1,5,2,1,10
11384,CC(=O)NCC1CO1,5,1,2,9
11385,CC(=O)OCC1CC1,6,0,2,10
11386,CC(=O)OCC1CN1,5,1,2,9
11387,CC(=O)OCC1CO1,5,0,3,8
11388,NC(=O)CCC1CC1,6,1,1,11
11389,NC(=O)CCC1CO1,5,1,2,9
11390,NC(=O)CCN1CC1,5,2,1,10
11391,NC(=O)COC1CC1,5,1,2,9
11392,NC(=O)NCC1CC1,5,2,1,10
11393,NC(=O)NCC1CN1,4,3,1,9
11394,NC(=O)NCC1CO1,4,2,2,8
11395,NC(=O)OCC1CC1,5,1,2,9
11396,NC(=O)OCC1CN1,4,2,2,8
11397,NC(=O)OCC1CO1,4,1,3,7
